r_id,ageyrs,startingocc,startingsector,endingocc,endingsector,abswagech3,sectorchgto_mgmt,gender,Education at start,Education at end,Starting occupational cluster,Alternate starting occupational cluster,path
1671,21.0,4740,Sales,4250.0,Personal Service,7.2935314,0,F,1,3,Sales,,"4740, 'Student', 4250, 'Student', 2630, 5310, 4250"
9015,27.25,4850,Sales,5000.0,Office & Admin Sppt,-3.9023247,0,F,1,1,Sales,,"4850, 4760, 950, 5000"
3585,18.25,4720,Sales,4110.0,Personal Service,10.317434,0,F,0,1,Sales,,"4720, 'Student', 'Unemployed', 'Student', 4110"
53210p,21.0,4720,Sales,4700.0,Sales,2.4720545,0,F,0,0,Sales,,"4720, 4700"
5024,19.833334,4720,Sales,,Not Employed,,0,F,0,1,Sales,,"4720, 4030, 4720, 'Student', 4720, 4110, 4720, 'Student', 4720, 'Student'"
6358034p,34.0,4720,Sales,,Not Employed,,0,F,1,1,Sales,,"4720, 'Unemployed'"
5623049p,25.0,4700,Sales,4110.0,Personal Service,0.76125908,0,F,1,1,Sales,,"4700, 4110"
1310,18.416666,4760,Sales,,Not Employed,,0,M,0,0,Sales,,"4760, 4220, 'Unemployed', 8860, 'Unemployed', 8960, 'Unemployed', 3410, 'Unemployed', 4050, 'Unemployed'"
1433,20.0,4720,Sales,4130.0,Personal Service,2.6889124,0,F,1,1,Sales,,"4720, 'Student', 5260, 'Unemployed', 5260, 'Unemployed', 4760, 4520, 4760, 4130"
1733,25.416666,4760,Sales,5400.0,Office & Admin Sppt,19.098423,0,F,1,1,Sales,,"4760, 'Unemployed', 5700, 'Unemployed', 5400"
4740,19.0,4760,Sales,4720.0,Sales,-1.0074186,0,M,1,1,Sales,,"4760, 'Student', 4220, 'Unemployed', 'Student', 4250, 'Student', 4720"
4523,27.583334,4720,Sales,4720.0,Sales,0.99085712,0,F,1,1,Sales,,4720
1822,18.916666,4720,Sales,,Not Employed,,0,F,0,1,Sales,,"4720, 'Student', 4760, 5240, 4720, 'Student'"
8700,20.583334,4760,Sales,2540.0,Educ/Legal/Social Services,2.973568,0,F,1,1,Sales,,"4760, 'Student', 'Unemployed', 2300, 2540"
4177,33.0,4850,Sales,4850.0,Sales,0.41211891,0,F,1,1,Sales,,4850
6518,19.25,4760,Sales,2300.0,Educ/Legal/Social Services,-0.39910221,0,F,1,1,Sales,,"4760, 50, 2000, 4840, 5110, 'Unemployed', 2300"
7875,18.916666,4720,Sales,620.0,Mgmt/Biz/Financial,6.0266514,0,M,1,1,Sales,,"4720, 4950, 4760, 5410, 620"
677030p,29.0,4750,Sales,4750.0,Sales,-0.42725754,0,M,1,1,Sales,,4750
243,22.833334,4760,Sales,,Not Employed,,0,F,1,1,Sales,,"4760, 'Unemployed', 4760, 'Unemployed', 5400, 'Unemployed', 3600, 'Unemployed'"
1431,18.166666,4720,Sales,5620.0,Office & Admin Sppt,2.3082266,0,M,1,1,Sales,,"4720, 'Student', 5620"
7124,19.75,4940,Sales,,Not Employed,,0,F,1,1,Sales,,"4940, 4760, 'Student', 4720, 'Student'"
2446,18.0,4720,Sales,4110.0,Personal Service,-0.0087251663,0,F,0,0,Sales,,"4720, 'Unemployed', 'Student', 4050, 'Unemployed', 'Student', 'Unemployed', 4020, 'Unemployed', 4720, 4110"
7170,21.166666,4720,Sales,4720.0,Sales,-0.82518005,0,M,1,1,Sales,,"4720, 'Unemployed', 4720, 'Unemployed', 'Student', 4720"
8030,23.083334,4720,Sales,3800.0,Protective Services,-9.4305229,0,F,0,0,Sales,,"4720, 'Unemployed', 4030, 4020, 'Unemployed', 4020, 3800"
6342,27.583334,4760,Sales,7800.0,Production,5.9506655,0,M,1,1,Sales,,"4760, 7800"
1500,20.166666,4760,Sales,,Not Employed,,0,F,1,1,Sales,,"4760, 2300, 4020, 'Unemployed'"
2541,23.5,4720,Sales,4720.0,Sales,-0.92117023,0,M,0,1,Sales,,4720
1824176p,25.0,4850,Sales,4850.0,Sales,6.6284494,0,M,3,3,Sales,,4850
749,19.0,4760,Sales,5410.0,Office & Admin Sppt,3.6054678,0,F,1,1,Sales,,"4760, 'Student', 4940, 'Student', 3030, 'Student', 5410"
3115,24.666666,4720,Sales,4720.0,Sales,-1.2392492,0,F,1,1,Sales,,"4720, 'Unemployed', 4720"
7080,18.5,4720,Sales,4760.0,Sales,0.78135109,0,M,0,1,Sales,,"4720, 4760, 'Student', 4760"
3166,18.0,4760,Sales,4110.0,Personal Service,10.985812,0,F,0,1,Sales,,"4760, 5510, 'Student', 4760, 'Student', 4760, 4650, 730, 'Unemployed', 4110"
5909182p,26.0,4720,Sales,,Not Employed,,0,F,0,0,Sales,,"4720, 4050, 4720, 'Unemployed'"
6183,30.083334,4760,Sales,4700.0,Sales,0.70738888,0,F,1,1,Sales,,"4760, 4700"
5684037p,26.0,4920,Sales,4710.0,Sales,-6.7514572,0,M,1,1,Sales,,"4920, 4710"
6608,21.666666,4760,Sales,4760.0,Sales,4.4406843,0,M,1,1,Sales,,4760
907,19.833334,4720,Sales,4720.0,Sales,1.1114769,0,F,0,0,Sales,,"4720, 'Unemployed', 4720"
5178,19.833334,4720,Sales,4720.0,Sales,2.7559347,0,M,0,1,Sales,,4720
7907,21.333334,4760,Sales,,Not Employed,,0,F,1,3,Sales,,"4760, 'Student', 4150, 'Student', 4150, 5400, 730, 5700, 'Unemployed'"
587,18.833334,4720,Sales,,Not Employed,,0,F,1,1,Sales,,"4720, 'Student', 'Unemployed'"
6738188p,32.0,4720,Sales,4720.0,Sales,0.60030556,0,F,1,1,Sales,,"4720, 'Unemployed', 4720"
5613048p,19.0,4720,Sales,4720.0,Sales,2.5872126,0,F,1,1,Sales,,4720
358,18.25,4760,Sales,8650.0,Production,8.3662682,0,M,0,1,Sales,,"4760, 'Student', 'Unemployed', 8000, 'Student', 8650"
4467,19.833334,4760,Sales,4430.0,Personal Service,0.13335609,0,F,0,1,Sales,,"4760, 4940, 'Unemployed', 4430"
6615,21.416666,4760,Sales,5240.0,Office & Admin Sppt,11.162001,0,F,1,1,Sales,,"4760, 4720, 'Unemployed', 5240"
3134,23.75,4700,Sales,2320.0,Educ/Legal/Social Services,0.60393047,0,F,3,3,Sales,,"4700, 2310, 4850, 2320"
3640,23.416666,4820,Sales,4840.0,Sales,9.3967266,0,M,1,3,Sales,,"4820, 'Student', 'Unemployed', 4820, 4840"
3534,28.166666,4700,Sales,4700.0,Sales,0.3783617,0,F,2,2,Sales,,"4700, 'Unemployed', 4700"
6212038p,19.0,4760,Sales,,Not Employed,,0,F,1,1,Sales,,"4760, 'Unemployed', 4760, 'Unemployed', 4230, 'Unemployed'"
6751,22.833334,4720,Sales,5120.0,Office & Admin Sppt,1.4472523,0,F,1,1,Sales,,"4720, 5120"
41184p,33.0,4760,Sales,4760.0,Sales,0.92702007,0,F,1,1,Sales,,4760
682,20.0,4720,Sales,,Not Employed,,0,F,1,1,Sales,,"4720, 'Unemployed', 'Student', 'Unemployed', 'Student'"
8039,22.416666,4720,Sales,,Not Employed,,0,F,1,1,Sales,,"4720, 'Student', 4810, 'Student', 5000, 'Student', 'Unemployed'"
1760,20.083334,4720,Sales,4230.0,Personal Service,1.5395031,0,F,0,0,Sales,,"4720, 5510, 'Student', 'Unemployed', 4230"
1226,26.333334,4720,Sales,4110.0,Personal Service,-0.55012083,0,M,1,1,Sales,,"4720, 5240, 4140, 4020, 4110"
2869,22.166666,4760,Sales,5400.0,Office & Admin Sppt,3.7940302,0,F,1,3,Sales,,"4760, 'Student', 4110, 4960, 4110, 'Unemployed', 4600, 'Unemployed', 5400"
1125030p,24.0,4700,Sales,4620.0,Personal Service,2.7658291,0,M,3,3,Sales,,"4700, 4620"
8112,19.0,4760,Sales,4720.0,Sales,5.4348927,0,F,0,1,Sales,,"4760, 2540, 5240, 4720"
2734180p,31.0,4940,Sales,,Not Employed,,0,M,0,0,Sales,,"4940, 'Unemployed', 5240, 'Unemployed'"
6419,20.333334,4760,Sales,4510.0,Personal Service,5.8887367,0,F,1,1,Sales,,"4760, 4510"
484,22.166666,4760,Sales,5700.0,Office & Admin Sppt,3.7594628,0,F,1,3,Sales,,"4760, 'Student', 2540, 'Unemployed', 4760, 'Unemployed', 5700"
5014035p,19.0,4760,Sales,,Not Employed,,0,F,1,1,Sales,,"4760, 'Unemployed', 4760, 'Unemployed'"
3043,26.916666,4850,Sales,1040.0,IT,-6.2909508,0,M,1,1,Sales,,"4850, 'Unemployed', 4230, 1040"
6616212p,32.0,4720,Sales,4720.0,Sales,-0.40037632,0,F,1,1,Sales,,4720
2391179p,24.0,4720,Sales,4720.0,Sales,0.18549252,0,F,1,1,Sales,,4720
8616,22.5,4720,Sales,4720.0,Sales,0.39627218,0,F,1,1,Sales,,"4720, 'Unemployed', 4720"
1912,18.666666,4720,Sales,5140.0,Office & Admin Sppt,5.9237404,0,F,0,1,Sales,,"4720, 4150, 4760, 'Student', 8730, 6260, 5140"
4388,18.333334,4760,Sales,4760.0,Sales,-1.5507822,0,F,0,1,Sales,,4760
5388,19.0,4760,Sales,5900.0,Office & Admin Sppt,4.0645051,0,F,1,1,Sales,,"4760, 4720, 4060, 4720, 4060, 'Student', 5900, 9990, 'Student', 5900"
6735037p,29.0,4720,Sales,4760.0,Sales,1.8646021,0,F,1,1,Sales,,"4720, 'Unemployed', 4720, 4760"
5645,18.166666,4760,Sales,4010.0,Personal Service,6.2015572,0,F,0,0,Sales,,"4760, 4050, 'Unemployed', 2340, 4010"
948,19.166666,4760,Sales,4760.0,Sales,-2.367979,0,F,1,1,Sales,,"4760, 2720, 420, 2720, 'Unemployed', 2720, 'Student', 420, 3950, 4960, 4760"
2748,20.083334,4720,Sales,7700.0,Production,7.1797991,0,F,0,1,Sales,,"4720, 'Unemployed', 4710, 7700"
2640,19.166666,4720,Sales,4760.0,Sales,1.8586106,0,F,1,1,Sales,,"4720, 'Student', 4760, 4110, 4720, 5400, 4110, 5400, 5860, 'Student', 4760"
7254,25.333334,4760,Sales,7930.0,Production,11.372801,0,M,1,1,Sales,,"4760, 6710, 4760, 7930"
2057,19.666666,4850,Sales,,Not Employed,,0,M,1,1,Sales,,"4850, 'Student', 4850, 'Student', 4750, 'Student', 'Unemployed'"
8070,18.0,4760,Sales,5240.0,Office & Admin Sppt,14.281558,0,F,0,1,Sales,,"4760, 'Student', 5240, 4940, 5240"
8170,22.75,4830,Sales,1960.0,Engineer/Sci/Arch,7.3861732,0,F,1,3,Sales,,"4830, 2310, 1960"
1432,23.25,4850,Sales,4850.0,Sales,-6.4735794,0,F,3,3,Sales,,4850
841,24.0,4850,Sales,4850.0,Sales,6.8157349,0,F,3,3,Sales,,4850
8666,29.666666,4850,Sales,5620.0,Office & Admin Sppt,-0.39178753,0,M,1,1,Sales,,"4850, 'Unemployed', 5620"
2646030p,26.0,4920,Sales,7420.0,Maintenance/Repair,0.80605316,0,M,1,1,Sales,,"4920, 7420"
3637,21.916666,4940,Sales,5250.0,Office & Admin Sppt,5.0447865,0,F,1,3,Sales,,"4940, 4620, 4940, 2300, 2340, 5900, 5220, 4760, 5250"
782,23.083334,4700,Sales,5860.0,Office & Admin Sppt,5.7878017,0,F,3,3,Sales,,"4700, 'Unemployed', 5860"
8944,24.583334,4850,Sales,4850.0,Sales,22.639734,0,F,3,3,Sales,,4850
1608033p,19.0,4700,Sales,5240.0,Office & Admin Sppt,9.8864279,0,F,0,0,Sales,,"4700, 5240"
631,23.75,4700,Sales,20.0,Mgmt/Biz/Financial,36.497517,1,M,1,1,Sales,,"4700, 910, 20"
3748,20.166666,4940,Sales,2540.0,Educ/Legal/Social Services,2.0075426,0,F,1,1,Sales,,"4940, 'Unemployed', 2540"
5232,18.333334,4940,Sales,,Not Employed,,0,F,0,1,Sales,,"4940, 4050, 4010, 'Unemployed', 730, 4720, 'Unemployed'"
1220172p,23.0,4850,Sales,4850.0,Sales,13.817419,0,M,3,3,Sales,,4850
4116,19.5,4720,Sales,5000.0,Office & Admin Sppt,4.2766256,0,F,1,1,Sales,,"4720, 5000"
3091,21.166666,4760,Sales,850.0,Mgmt/Biz/Financial,12.263493,0,M,1,2,Sales,,"4760, 4850, 4760, 4850, 850"
3091003p,27.0,4850,Sales,4850.0,Sales,17.149672,0,M,3,3,Sales,,4850
84,18.75,4720,Sales,,Not Employed,,0,F,1,1,Sales,,"4720, 'Unemployed'"
6009033p,20.0,4700,Sales,4700.0,Sales,2.1842337,0,M,1,1,Sales,,4700
8515,20.916666,4760,Sales,4510.0,Personal Service,6.3855877,0,F,1,1,Sales,,"4760, 'Unemployed', 4760, 4510"
1169,21.5,4720,Sales,2150.0,Educ/Legal/Social Services,9.9463253,0,F,1,1,Sales,,"4720, 4220, 'Unemployed', 4230, 2150"
4186,22.916666,4720,Sales,4760.0,Sales,8.3586111,0,F,1,1,Sales,,"4720, 4760"
1996,21.583334,4760,Sales,5800.0,Office & Admin Sppt,6.7540197,0,M,1,1,Sales,,"4760, 'Unemployed', 5800"
4726,21.5,4720,Sales,4720.0,Sales,1.5210104,0,F,1,1,Sales,,"4720, 'Unemployed', 4720"
6494035p,19.0,4720,Sales,,Not Employed,,0,M,1,1,Sales,,"4720, 'Unemployed', 4950, 'Unemployed'"
6954,21.833334,4720,Sales,4250.0,Personal Service,6.7492409,0,M,1,1,Sales,,"4720, 'Unemployed', 4950, 'Unemployed', 4250"
6274,20.166666,4740,Sales,,Not Employed,,0,M,0,1,Sales,,"4740, 'Student', 4010, 'Student', 4250, 'Student'"
2251031p,26.0,4850,Sales,4850.0,Sales,-2.0827084,0,M,3,3,Sales,,4850
1960030p,28.0,4850,Sales,4850.0,Sales,6.4324055,0,F,3,3,Sales,,4850
6350032p,25.0,4850,Sales,4850.0,Sales,14.428226,0,F,3,3,Sales,,4850
6335034p,28.0,4720,Sales,5620.0,Office & Admin Sppt,-0.3250618,0,F,1,1,Sales,,"4720, 5620"
6216175p,31.0,4700,Sales,,Not Employed,,0,F,1,1,Sales,,"4700, 'Unemployed', 4700, 'Unemployed'"
1528,18.666666,4720,Sales,430.0,Mgmt/Biz/Financial,2.9479084,1,F,1,0,Sales,,"4720, 430"
4532,18.333334,4720,Sales,5700.0,Office & Admin Sppt,4.5903473,0,F,0,1,Sales,,"4720, 1810, 'Student', 'Unemployed', 'Student', 'Unemployed', 'Student', 5700"
2133035p,26.0,4760,Sales,4840.0,Sales,27.695347,0,M,3,3,Sales,,"4760, 4840"
490032p,18.0,4760,Sales,4760.0,Sales,2.254818,0,M,1,1,Sales,,4760
1720030p,27.0,4760,Sales,4840.0,Sales,1.5969677,0,M,3,3,Sales,,"4760, 4840"
432031p,28.0,4720,Sales,7000.0,Maintenance/Repair,8.4606714,0,F,0,0,Sales,,"4720, 7000"
6272178p,33.0,4760,Sales,4760.0,Sales,0.26995564,0,F,1,1,Sales,,"4760, 4720, 'Unemployed', 4760"
6583033p,25.0,4720,Sales,4720.0,Sales,0.5754385,0,F,1,1,Sales,,4720
5904213p,21.0,4760,Sales,5240.0,Office & Admin Sppt,-1.5802898,0,F,2,2,Sales,,"4760, 5240"
201,24.916666,4820,Sales,4840.0,Sales,-1.6895924,0,F,3,3,Sales,,"4820, 'Unemployed', 4840"
1870,27.833334,4760,Sales,4840.0,Sales,6.2038422,0,F,1,1,Sales,,"4760, 'Unemployed', 4720, 4840"
2603032p,20.0,4760,Sales,4840.0,Sales,11.422259,0,F,1,1,Sales,,"4760, 4840"
5671,22.166666,4760,Sales,4700.0,Sales,2.3171721,0,M,1,1,Sales,,"4760, 2760, 'Unemployed', 1000, 7010, 4700"
5264,31.0,4850,Sales,,Not Employed,,0,F,1,1,Sales,,"4850, 3600, 'Unemployed'"
1185032p,21.0,4760,Sales,4760.0,Sales,2.5611305,0,M,2,2,Sales,,4760
8106,18.333334,4850,Sales,5240.0,Office & Admin Sppt,3.6943684,0,F,0,0,Sales,,"4850, 5260, 'Student', 5400, 'Student', 5240"
2549,25.083334,4830,Sales,4830.0,Sales,-1.6264362,0,F,1,1,Sales,,4830
7402,25.833334,4760,Sales,1530.0,Engineer/Sci/Arch,1.4716301,0,M,1,1,Sales,,"4760, 620, 1530"
5419,27.0,4760,Sales,,Not Employed,,0,F,1,1,Sales,,"4760, 'Unemployed', 4760, 'Unemployed'"
5274031p,22.0,4720,Sales,,Not Employed,,0,M,0,0,Sales,,"4720, 'Unemployed'"
5986,22.083334,4720,Sales,2720.0,All other,40.460312,0,M,1,1,Sales,,"4720, 4110, 2720"
777179p,27.0,4820,Sales,4820.0,Sales,11.328274,0,M,3,3,Sales,,4820
8992,22.75,4820,Sales,4820.0,Sales,39.628727,0,M,1,3,Sales,,"4820, 'Unemployed', 4820"
4027,21.25,4760,Sales,2310.0,Educ/Legal/Social Services,1.6979275,0,F,1,3,Sales,,"4760, 2020, 4720, 2310"
3606,21.916666,4760,Sales,4810.0,Sales,8.9038029,0,M,1,1,Sales,,"4760, 5260, 430, 5260, 'Student', 'Unemployed', 4810"
1717,26.083334,4720,Sales,4110.0,Personal Service,-1.871768,0,F,0,1,Sales,,"4720, 'Unemployed', 8960, 'Unemployed', 5240, 'Unemployed', 4720, 4110"
23031p,32.0,4760,Sales,4760.0,Sales,19.056995,0,M,1,1,Sales,,4760
8743,22.083334,4700,Sales,,Not Employed,,0,F,1,1,Sales,,"4700, 2720, 'Unemployed'"
7903,19.833334,4720,Sales,,Not Employed,,0,F,1,1,Sales,,"4720, 'Unemployed', 4720, 'Unemployed'"
8224,20.5,4760,Sales,5810.0,Office & Admin Sppt,1.5358849,0,M,1,1,Sales,,"4760, 8960, 'Unemployed', 5810, 5610, 'Unemployed', 5810"
671,23.916666,4850,Sales,4850.0,Sales,-3.0939102,0,M,1,1,Sales,,4850
7765,18.083334,4720,Sales,,Not Employed,,0,F,0,1,Sales,,"4720, 'Student', 'Unemployed', 4720, 'Unemployed'"
1332,33.75,4850,Sales,4800.0,Sales,2.8354378,0,M,3,3,Sales,,"4850, 4800"
7606,18.583334,4720,Sales,,Not Employed,,0,F,0,0,Sales,,"4720, 'Unemployed'"
7794,20.083334,4760,Sales,5160.0,Office & Admin Sppt,5.4601755,0,F,1,1,Sales,,"4760, 'Student', 4720, 5160"
3282,21.083334,4760,Sales,2330.0,Educ/Legal/Social Services,5.699584,0,F,1,3,Sales,,"4760, 2330"
3172003p,20.0,4760,Sales,4760.0,Sales,-0.015517235,0,M,1,1,Sales,,"4760, 'Unemployed', 4760"
5990184p,31.0,4760,Sales,4760.0,Sales,11.328274,0,M,3,3,Sales,,4760
6030034p,21.0,4760,Sales,4760.0,Sales,0.23010159,0,F,1,1,Sales,,4760
5642030p,30.0,4760,Sales,4760.0,Sales,-1.5396061,0,M,1,1,Sales,,4760
984,18.0,4760,Sales,5160.0,Office & Admin Sppt,5.0422201,0,F,0,1,Sales,,"4760, 'Student', 4760, 'Student', 5160"
3507003p,24.0,4760,Sales,4760.0,Sales,21.390667,0,M,2,2,Sales,,4760
5683039p,28.0,4720,Sales,,Not Employed,,0,F,1,1,Sales,,"4720, 'Unemployed'"
6126,27.166666,4700,Sales,,Not Employed,,0,F,1,1,Sales,,"4700, 'Unemployed'"
3473003p,30.0,4760,Sales,4700.0,Sales,2.4770374,0,F,1,1,Sales,,"4760, 4700"
2854,21.25,4760,Sales,4010.0,Personal Service,4.8604908,0,M,1,1,Sales,,"4760, 4010"
2611031p,30.0,4700,Sales,2550.0,Educ/Legal/Social Services,0.74430704,0,M,1,1,Sales,,"4700, 2550"
1960179p,24.0,4850,Sales,110.0,IT,11.328274,0,M,3,3,Sales,,"4850, 110"
6212,18.25,4720,Sales,4760.0,Sales,1.1007128,0,F,0,1,Sales,,"4720, 'Student', 4720, 4760"
3594,19.5,4760,Sales,3640.0,Healthcare,4.0637884,0,F,1,1,Sales,,"4760, 'Student', 5620, 4760, 5810, 3640"
4899,20.166666,4720,Sales,4110.0,Personal Service,5.5966864,0,F,1,1,Sales,,"4720, 'Student', 4720, 4110"
3049,18.166666,4760,Sales,4230.0,Personal Service,-1.3815441,0,F,0,1,Sales,,"4760, 'Student', 4720, 7750, 4720, 4060, 4720, 4230"
2942,18.0,4760,Sales,5700.0,Office & Admin Sppt,8.9411297,0,F,0,1,Sales,,"4760, 'Student', 'Unemployed', 'Student', 4150, 'Student', 4150, 5700, 'Student', 5700, 'Student', 5700"
4651,18.083334,4720,Sales,4140.0,Personal Service,8.1339912,0,F,0,0,Sales,,"4720, 'Student', 'Unemployed', 4220, 8300, 'Unemployed', 4140"
1309,18.0,4940,Sales,,Not Employed,,0,F,0,1,Sales,,"4940, 'Unemployed', 430, 'Student', 430, 'Unemployed', 4610, 5700, 4610, 'Unemployed'"
1068031p,34.0,4760,Sales,,Not Employed,,0,F,1,1,Sales,,"4760, 'Unemployed'"
1418,19.0,4720,Sales,6440.0,Construction,19.641249,0,M,0,0,Sales,,"4720, 6600, 'Student', 4030, 4010, 4110, 5620, 6600, 6440"
1971030p,26.0,4830,Sales,,Not Employed,,0,F,1,3,Sales,,"4830, 'Unemployed'"
337,19.416666,4760,Sales,4760.0,Sales,0.58744907,0,M,1,1,Sales,,"4760, 5620, 4760"
6434,19.0,4760,Sales,4760.0,Sales,0.090600014,0,M,1,1,Sales,,"4760, 9130, 4760"
2502036p,19.0,4760,Sales,4760.0,Sales,-0.19772243,0,F,1,1,Sales,,4760
5495172p,25.0,4940,Sales,310.0,Personal Service,-1.4592543,0,F,1,1,Sales,,"4940, 'Unemployed', 310"
8711,19.583334,4720,Sales,4020.0,Personal Service,2.1322575,0,F,0,0,Sales,,"4720, 'Unemployed', 4550, 'Unemployed', 4720, 4020, 3600, 'Unemployed', 4020"
7588,19.416666,4760,Sales,,Not Employed,,0,F,1,1,Sales,,"4760, 3600, 'Unemployed'"
3441,23.833334,4700,Sales,5230.0,Office & Admin Sppt,6.3785267,0,F,1,3,Sales,,"4700, 5230"
4796,31.25,4720,Sales,,Not Employed,,0,F,2,2,Sales,,"4720, 'Unemployed'"
5405,19.5,4760,Sales,4760.0,Sales,2.1029282,0,F,0,1,Sales,,4760
7669,19.583334,4760,Sales,5240.0,Office & Admin Sppt,-0.28330421,0,M,1,1,Sales,,"4760, 'Student', 5240"
5199033p,25.0,4760,Sales,,Not Employed,,0,M,3,3,Sales,,"4760, 'Unemployed', 4760, 'Unemployed'"
7703,18.75,4760,Sales,4760.0,Sales,0.020359039,0,M,0,1,Sales,,4760
1165,23.416666,4760,Sales,350.0,Healthcare,12.951955,0,F,1,3,Sales,,"4760, 5400, 350"
316,18.25,4760,Sales,4760.0,Sales,9.9055948,0,M,0,1,Sales,,4760
2876032p,21.0,4760,Sales,4130.0,Personal Service,-1.6139708,0,F,1,1,Sales,,"4760, 4130"
6792,24.333334,4760,Sales,4760.0,Sales,-1.3029823,0,M,1,1,Sales,,"4760, 'Unemployed', 'Student', 4760"
1522185p,26.0,4850,Sales,4850.0,Sales,28.589437,0,M,1,1,Sales,,4850
100,19.583334,4720,Sales,5620.0,Office & Admin Sppt,8.5507879,0,F,0,0,Sales,,"4720, 'Unemployed', 5620"
8043,25.166666,4760,Sales,4810.0,Sales,22.120068,0,M,3,3,Sales,,"4760, 4620, 910, 4810"
2191033p,26.0,4700,Sales,,Not Employed,,0,F,1,1,Sales,,"4700, 'Unemployed'"
6707032p,23.0,4760,Sales,4760.0,Sales,0.43483067,0,F,1,1,Sales,,4760
7010,22.0,4700,Sales,4700.0,Sales,-0.9232254,0,F,1,1,Sales,,4700
6107033p,29.0,4760,Sales,4720.0,Sales,-0.3199482,0,F,0,0,Sales,,"4760, 4720"
3294,18.583334,4760,Sales,4760.0,Sales,-2.097106,0,M,0,1,Sales,,"4760, 5100, 6530, 5610, 4760"
1285,19.333334,4760,Sales,4760.0,Sales,0.77582073,0,F,1,1,Sales,,"4760, 'Student', 4760"
905,21.166666,4720,Sales,,Not Employed,,0,F,0,0,Sales,,"4720, 'Unemployed', 5240, 'Unemployed', 4760, 'Unemployed'"
832,21.25,4940,Sales,4040.0,Personal Service,5.0783539,0,F,1,3,Sales,,"4940, 4150, 4110, 4040"
6533,18.75,4740,Sales,,Not Employed,,0,M,0,0,Sales,,"4740, 4250, 'Unemployed'"
4603,19.416666,4720,Sales,3500.0,Healthcare,12.808489,0,F,1,1,Sales,,"4720, 4600, 4720, 3500"
6121177p,32.0,4720,Sales,4010.0,Personal Service,2.0206499,0,F,1,1,Sales,,"4720, 4010"
4309,22.333334,4940,Sales,,Not Employed,,0,F,1,1,Sales,,"4940, 'Unemployed', 'Student', 'Unemployed', 5400, 'Unemployed', 5240, 'Unemployed'"
4459,20.916666,4700,Sales,2300.0,Educ/Legal/Social Services,-0.37964344,0,F,1,2,Sales,,"4700, 2300"
5717,19.416666,4720,Sales,4720.0,Sales,2.9582334,0,F,1,1,Sales,,"4720, 'Unemployed', 4720"
2939,18.0,4760,Sales,4920.0,Sales,4.331008,0,M,0,1,Sales,,"4760, 'Student', 'Unemployed', 'Student', 4920"
8986,20.5,4720,Sales,,Not Employed,,0,M,1,1,Sales,,"4720, 5620, 4720, 'Student', 4720, 6230, 'Student', 'Unemployed'"
7018,19.75,4760,Sales,,Not Employed,,0,F,1,1,Sales,,"4760, 'Unemployed'"
2824,19.166666,4940,Sales,5700.0,Office & Admin Sppt,1.0409212,0,F,1,1,Sales,,"4940, 'Unemployed', 5700, 2300, 5700"
7433,25.5,4700,Sales,4760.0,Sales,-3.2797508,0,M,1,1,Sales,,"4700, 4760"
5021,19.083334,4760,Sales,4760.0,Sales,0.21521378,0,F,1,1,Sales,,"4760, 'Student', 4760, 'Student', 4760"
4392,23.166666,4760,Sales,4760.0,Sales,-0.83715439,0,F,1,1,Sales,,4760
3784,24.416666,4760,Sales,4760.0,Sales,13.262333,0,F,1,1,Sales,,"4760, 'Unemployed', 4960, 'Unemployed', 4960, 4760"
2852044p,22.0,4700,Sales,,Not Employed,,0,M,1,1,Sales,,"4700, 'Unemployed'"
3199,18.833334,4720,Sales,4720.0,Sales,0.20961857,0,F,0,1,Sales,,"4720, 'Student', 4720"
4469,30.083334,4760,Sales,4760.0,Sales,1.8117733,0,F,2,2,Sales,,"4760, 'Unemployed', 1540, 4760"
160,22.666666,4720,Sales,,Not Employed,,0,F,1,1,Sales,,"4720, 'Unemployed', 5260, 'Unemployed'"
1429172p,33.0,4700,Sales,4760.0,Sales,-4.2756348,0,F,1,1,Sales,,"4700, 'Unemployed', 4700, 4760"
7211,24.583334,4920,Sales,4920.0,Sales,31.86162,0,F,1,1,Sales,,4920
4891,25.083334,4920,Sales,4920.0,Sales,-8.9568844,0,M,1,1,Sales,,4920
4945,20.916666,4760,Sales,4040.0,Personal Service,0.41018486,0,M,1,1,Sales,,"4760, 1040, 4040"
3237196p,29.0,4850,Sales,4850.0,Sales,0.26745319,0,F,1,1,Sales,,4850
3079,20.083334,4700,Sales,4700.0,Sales,3.0885744,0,F,1,2,Sales,,"4700, 9620, 4700"
68175p,34.0,4920,Sales,4920.0,Sales,0.48321629,0,F,1,1,Sales,,4920
2965,25.0,4720,Sales,4760.0,Sales,1.3509693,0,M,1,1,Sales,,"4720, 4760"
2105,18.0,4720,Sales,4110.0,Personal Service,11.094351,0,F,0,1,Sales,,"4720, 'Student', 'Unemployed', 'Student', 2340, 4110"
1684036p,26.0,4920,Sales,4920.0,Sales,3.7957573,0,F,1,1,Sales,,4920
3162,30.0,4760,Sales,4920.0,Sales,37.152153,0,F,3,3,Sales,,"4760, 620, 5860, 4920"
3943,20.833334,4820,Sales,4600.0,Personal Service,1.0827713,0,F,1,1,Sales,,"4820, 4850, 4950, 'Unemployed', 'Student', 5930, 3920, 4600"
3807,19.0,4940,Sales,5010.0,Office & Admin Sppt,-0.63473368,0,F,1,1,Sales,,"4940, 5400, 'Unemployed', 'Student', 5010"
